Nama Rumah,Harga,Cicilan,Lokasi,Keterangan
The Icon BSD City Cluster Simplicity,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 112 m²LB 150 m²KM 3KT 3
Kampung Nangela Bogor,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Parung panjang, Kabupaten bogor",LT 3550 m²LB 200 m²KM 2KT 3
Grand Depok City Puri Insani 2,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Cilodong, Kota depok",LT 180 m²LB 210 m²KM 5KT 4
Jalan Langgar II,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Cipayung, Kota jakarta timur",LT 183 m²LB 250 m²KM 3KT 5
Pondok Timur Mas,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Bekasi selatan, Kota bekasi",LT 165 m²LB 72 m²KM 2KT 2
Jalan Melati 3,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Cilandak, Kota jakarta selatan",LT 211 m²LB 200 m²KM 4KT 5
Kota Wisata Cluster Vienna,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 200 m²LB 150 m²KM 4KT 6
Jalan Alur Laut ,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Koja, Kota jakarta utara",LT 168 m²LB 168 m²KM 2KT 5
Apad Residence Bekasi,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Jatisampurna, Kota bekasi",LT 120 m²LB 220 m²KM 4KT 3
Jalan Kemenyan 1 Jagakarsa,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Jagakarsa, Kota jakarta selatan",LT 169 m²LB 169 m²KM 4KT 5
Komplek Diskum Cipinang,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Jatinegara, Kota jakarta timur",LT 160 m²LB 180 m²KM 2KT 4
Kompleks Ardhini 1,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Pondokmelati, Kota bekasi",LT 475 m²LB 350 m²KM 2KT 4
Jalan SMK Nusa Bangsa Bogor,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Kemang, Kabupaten bogor",LT 468 m²LB 230 m²KM 5KT 5
Jalan Gelora 5 Pondok Kacang Timur,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 300 m²LB 200 m²KM 2KT 4
Jalan Ciremai Raya,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Karang tengah, Kota tangerang",LT 250 m²LB 262 m²KM 2KT 4
Komplek Agathis Bogor,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Bogor barat, Kota bogor",LT 147 m²LB 140 m²KM 3KT 5
Jalan Damai,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Jagakarsa, Kota jakarta selatan",LT 330 m²LB 80 m²KM 2KT 3
Perumahan Griya Purimas Ciracas,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Ciracas, Kota jakarta timur",LT 104 m²LB 208 m²KM 4KT 4
Villa Indah Permai,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Bekasi utara, Kota bekasi",LT 180 m²LB 300 m²KM 5KT 6
Taman Venesia Raya,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Babakan madang, Kabupaten bogor",LT 180 m²LB 191 m²KM 3KT 5
Perumahan Marna Putra,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Pondokgede, Kota bekasi",LT 150 m²LB 240 m²KM 3KT 5
Jalan Kayu Manis,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Kramatjati, Kota jakarta timur",LT 150 m²LB 270 m²KM 3KT 4
Perumahan Saung Gintung,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 155 m²LB 150 m²KM 2KT 5
Cimanggis Golf Estate Cluster Nahara,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Tapos, Kota depok",LT 118 m²LB 128 m²KM 3KT 3
Jalan H. Ba'in,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Ciracas, Kota jakarta timur",LT 278 m²LB 156 m²KM 2KT 5
Perumahan Citra Indah City,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Jonggol, Kabupaten bogor",LT 289 m²LB 342 m²KM 3KT 5
Perumahan Depok Maharaja,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Pancoran mas, Kota depok",LT 176 m²LB 230 m²KM 3KT 4
Kompleks Unilever Rempoa,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 400 m²LB 350 m²KM 3KT 5
Kota Wisata Cluster Nasvhille ,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 128 m²LB 137 m²KM 4KT 4
Taman Palem Lestari Blok E6,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Cengkareng, Kota jakarta barat",LT 120 m²LB 220 m²KM 2KT 4
Perumahan Puri Matoa Indah,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Beji, Kota depok",LT 137 m²LB 280 m²KM 5KT 5
Perumahan Jatibening Permai,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Pondokgede, Kota bekasi",LT 150 m²LB 245 m²KM 4KT 5
Bintaro Prime Residence,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 124 m²LB 139 m²KM 4KT 3
Jalan Astrajingga,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Bogor utara, Kota bogor",LT 192 m²LB 130 m²KM 2KT 3
Jalan dayung,Rp 3.140.000.000,Cicilan 30.3 Juta/bulan,"Kelapa dua, Kabupaten tangerang",LT 162 m²LB 200 m²KM 3KT 4
Pesona Harapan Indah,Rp 3.160.000.000,Cicilan 30.5 Juta/bulan,"Medansatria, Kota bekasi",LT 152 m²LB 165 m²KM 4KT 3
Duta Garden,Rp 3.210.000.000,Cicilan 31 Juta/bulan,"Benda, Kota tangerang",LT 240 m²LB 240 m²KM 3KT 4
Adora Town House ,Rp 3.210.000.000,Cicilan 31 Juta/bulan,"Jagakarsa, Kota jakarta selatan",LT 108 m²LB 121 m²KM 4KT 3
City Resort Residence Cluster Malibu,Rp 3.210.000.000,Cicilan 31 Juta/bulan,"Cengkareng, Kota jakarta barat",LT 90 m²LB 180 m²KM 3KT 3
Residences One Cluster Ruby,Rp 3.210.000.000,Cicilan 31 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 160 m²LB 160 m²KM 4KT 3
Perumahan Anggrek Loka,Rp 3.210.000.000,Cicilan 31 Juta/bulan,"Serpong, Kota tangerang selatan",LT 180 m²LB 120 m²KM 3KT 3
Perum Galaxy Taman Agave Bekasi,Rp 3.210.000.000,Cicilan 31 Juta/bulan,"Bekasi selatan, Kota bekasi",LT 158 m²LB 275 m²KM 4KT 6
Jalan Inerbang Kramat Jati,Rp 3.210.000.000,Cicilan 31 Juta/bulan,"Kramatjati, Kota jakarta timur",LT 212 m²LB 250 m²KM 6KT 5
Perumahan Villa Dago Pamulang,Rp 3.210.000.000,Cicilan 31 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 240 m²LB 400 m²KM 4KT 4
Perumahan Taman Yasmin,Rp 3.240.000.000,Cicilan 31.3 Juta/bulan,"Bogor barat, Kota bogor",LT 216 m²LB 200 m²KM 2KT 4
Ruma Setu Unit B,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Cipayung, Kota jakarta timur",LT 90 m²LB 90 m²KM 3KT 3
"Perumahan BNR, cluster Bukit Nirwana 2",Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Bogor selatan, Kota bogor",LT 139 m²LB 250 m²KM 4KT 5
Green Lake City Cluster Europe,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Cipondoh, Kota tangerang",LT 90 m²LB 130 m²KM 2KT 3
Perumahan Anggrek Loka,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Serpong, Kota tangerang selatan",LT 150 m²LB 150 m²KM 4KT 3
Kencana Loka BSD,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Serpong, Kota tangerang selatan",LT 202 m²LB 150 m²KM 2KT 3
Griya Mas Srengseng,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Kembangan, Kota jakarta barat",LT 170 m²LB 100 m²KM 3KT 3
Raffles Hills Cibubur,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Cimanggis, Kota depok",LT 153 m²LB 167 m²KM 3KT 3
Bukit Cimanggu City Blok Q4,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Tanah sareal, Kota bogor",LT 198 m²LB 250 m²KM 3KT 6
Citra Gran Cibubur The Varden,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Jatisampurna, Kota bekasi",LT 225 m²LB 250 m²KM 3KT 5
Kota Wisata Pesona Amsterdam,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 180 m²LB 400 m²KM 4KT 4
Komplek Timah,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Cimanggis, Kota depok",LT 188 m²LB 175 m²KM 3KT 3
Graha Raya Cluster Anggrek Loka,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 200 m²LB 200 m²KM 2KT 3
Perumahan Pancanaka Green Leaf,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Ciracas, Kota jakarta timur",LT 175 m²LB 150 m²KM 3KT 2
Teratai Raya,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Larangan, Kota tangerang",LT 218 m²LB 106 m²KM 2KT 3
Janur Kuning Residence,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Kelapa gading, Kota jakarta utara",LT 102 m²LB 78 m²KM 2KT 3
Komplek Taman Pabuaran,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Karawaci, Kota tangerang",LT 204 m²LB 240 m²KM 7KT 6
Komplek Bea Cukai Jakarta,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Cilincing, Kota jakarta utara",LT 180 m²LB 216 m²KM 2KT 2
Jalan Banding VII Tangerang,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Tangerang, Kota tangerang",LT 232 m²LB 180 m²KM 2KT 4
Perumahan Citra Garden 2,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Kalideres, Kota jakarta barat",LT 105 m²LB 130 m²KM 3KT 3
Komplek BDN,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Pancoran mas, Kota depok",LT 90 m²LB 215 m²KM 2KT 4
Griya Loka BSD,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Serpong, Kota tangerang selatan",LT 263 m²LB 148 m²KM 4KT 4
Citra Gran Cibubur Cluster Calathea,Rp 3.270.000.000,Cicilan 31.6 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 120 m²LB 112 m²KM 3KT 4
Perum Puri Laras 2,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 119 m²LB 150 m²KM 4KT 3
Perumahan Poris,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Pondokmelati, Kota bekasi",LT 300 m²LB 600 m²KM 5KT 6
Residence One. Serpong utara. Tangerang Selatan,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 144 m²LB 180 m²KM 2KT 4
The Eminent Cluster Precia,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 112 m²LB 84 m²KM 2KT 3
Jalan Reformasi Utama,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 391 m²LB 270 m²KM 7KT 5
The Eminent BSD City,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 96 m²LB 105 m²KM 2KT 3
The Eminent Cluster Illustria,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 126 m²LB 92 m²KM 2KT 3
Taman Palem Lestari,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Cengkareng, Kota jakarta barat",LT 110 m²LB 200 m²KM 3KT 3
Jalan Pangrango 4 ,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Cibinong, Kabupaten bogor",LT 300 m²LB 320 m²KM 3KT 5
Khafi Residence Jagakarsa,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Jagakarsa, Kota jakarta selatan",LT 124 m²LB 163 m²KM 3KT 4
Perumahan Kemang Pratama,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Rawalumbu, Kota bekasi",LT 180 m²LB 235 m²KM 3KT 4
Perum Puri Laras 2,Rp 3.330.000.000,Cicilan 32.2 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 119 m²LB 50 m²KM 4KT 3
Perumahan Suvarna Sutera Cluster Dakota,Rp 3.340.000.000,Cicilan 32.3 Juta/bulan,"Cikupa, Kabupaten tangerang",LT 153 m²LB 162 m²KM 4KT 3
Citra Lake,Rp 3.350.000.000,Cicilan 32.3 Juta/bulan,"Sawangan, Kota depok",LT 210 m²LB 153 m²KM 4KT 3
Villa Graha Hijau,Rp 3.360.000.000,Cicilan 32.4 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 139 m²LB 225 m²KM 2KT 5
Jalan H.Saleh III,Rp 3.360.000.000,Cicilan 32.4 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 200 m²LB 255 m²KM 5KT 5
Gretta Residence Tangerang,Rp 3.360.000.000,Cicilan 32.4 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 160 m²LB 90 m²KM 2KT 3
Jalan Kemuning I,Rp 3.390.000.000,Cicilan 32.7 Juta/bulan,"Matraman, Kota jakarta timur",LT 150 m²LB 250 m²KM 3KT 4
Komplek Baranangsiang Indah,Rp 3.400.000.000,Cicilan 32.8 Juta/bulan,"Bogor timur, Kota bogor",LT 284 m²LB 178 m²KM 3KT 3
Jalan Murai Tangerang,Rp 3.400.000.000,Cicilan 32.8 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 190 m²LB 140 m²KM 5KT 8
Perum Persada Kemala,Rp 3.400.000.000,Cicilan 32.8 Juta/bulan,"Bekasi barat, Kota bekasi",LT 238 m²LB 180 m²KM 3KT 4
Griya Loka BSD,Rp 3.400.000.000,Cicilan 32.8 Juta/bulan,"Serpong, Kota tangerang selatan",LT 200 m²LB 130 m²KM 2KT 3
Jalan Tanjung Barat Selatan Jagakarsa Jakarta Selatan,Rp 3.400.000.000,Cicilan 32.8 Juta/bulan,"Jagakarsa, Kota jakarta selatan",LT 151 m²LB 215 m²KM 3KT 4
Althia Park ,Rp 3.400.000.000,Cicilan 32.8 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 129 m²LB 150 m²KM 2KT 3
Komplek IKIP Cluster Soetady,Rp 3.400.000.000,Cicilan 32.8 Juta/bulan,"Duren sawit, Kota jakarta timur",LT 180 m²LB 200 m²KM 3KT 3
Jalan Petamburan VII Jakarta,Rp 3.460.000.000,Cicilan 33.4 Juta/bulan,"Tanah abang, Kota jakarta pusat",LT 96 m²LB 262 m²KM 8KT 20
Taman Narogong Indah Bekasi,Rp 3.460.000.000,Cicilan 33.4 Juta/bulan,"Rawalumbu, Kota bekasi",LT 210 m²LB 270 m²KM 3KT 4
Perumahan Taman Duta,Rp 3.460.000.000,Cicilan 33.4 Juta/bulan,"Sukmajaya, Kota depok",LT 165 m²LB 225 m²KM 3KT 4
Royal Tajur Residence Cluster Bradfield Boulevard,Rp 3.460.000.000,Cicilan 33.4 Juta/bulan,"Bogor selatan, Kota bogor",LT 309 m²LB 240 m²KM 4KT 4
Banjar Wijaya Cluster Malbery Pinewood,Rp 3.490.000.000,Cicilan 33.7 Juta/bulan,"Cipondoh, Kota tangerang",LT 120 m²LB 200 m²KM 4KT 6
Jalan Pondok Kopi,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Duren sawit, Kota jakarta timur",LT 200 m²LB 185 m²KM 3KT 3
Komplek Kaisar Bintaro,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 104 m²LB 192 m²KM 4KT 3
Komplek Pesona Kemakmuran,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Sukmajaya, Kota depok",LT 235 m²LB 138 m²KM 3KT 4
Jl Matahari Timur V,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 144 m²LB 200 m²KM 3KT 3
Jl. Merdeka Timur Blok AD,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Sukmajaya, Kota depok",LT 240 m²LB 100 m²KM 2KT 4
Villa Riski Ilhami 2 Cluster Mina,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Sawangan, Kota depok",LT 338 m²LB 120 m²KM 4KT 4
Perumahan Citra Raya,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Cikupa, Kabupaten tangerang",LT 300 m²LB 120 m²KM 3KT 3
Puri Beta 2 Cluster Kiara Payung V,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Larangan, Kota tangerang",LT 131 m²LB 300 m²KM 3KT 3
Jalan Duri Blok G,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Pondokgede, Kota bekasi",LT 200 m²LB 300 m²KM 3KT 5
"The Green Vineyard, Serpong Tangerang Selatan",Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Serpong, Kota tangerang selatan",LT 144 m²LB 115 m²KM 3KT 3
Villa Ilhami,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Kelapa dua, Kabupaten tangerang",LT 180 m²LB 250 m²KM 3KT 4
Vila Melati Mas,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 308 m²LB 160 m²KM 3KT 3
Kota Harapan Indah Cluster Heliconia,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Tarumajaya, Kabupaten bekasi",LT 250 m²LB 350 m²KM 6KT 6
Citra Garden 1,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Kalideres, Kota jakarta barat",LT 233 m²LB 185 m²KM 4KT 5
Perum Raffles Hills Cibubur,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Tapos, Kota depok",LT 160 m²LB 251 m²KM 4KT 3
Bogor Nirwana Residence,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Bogor selatan, Kota bogor",LT 200 m²LB 240 m²KM 3KT 3
The Eminent BSD City Cluster Precia,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 120 m²LB 180 m²KM 2KT 2
The Eminent BSD City Cluster Illustria,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 140 m²LB 100 m²KM 2KT 3
"H. Naimun, Pd. Pinang",Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Kebayoran lama, Kota jakarta selatan",LT 131 m²LB 100 m²KM 2KT 3
Taman Ratu,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Kebon jeruk, Kota jakarta barat",LT 126 m²LB 210 m²KM 4KT 4
Perumahan Citralake Sawangan,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Bojongsari, Kota depok",LT 128 m²LB 118 m²KM 2KT 3
Jalan Udang Raya,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Bekasi selatan, Kota bekasi",LT 136 m²LB 260 m²KM 3KT 3
Jalan SMA Pangudi Luhur,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Pondokmelati, Kota bekasi",LT 377 m²LB 312 m²KM 3KT 5
Komplek Delima Residence,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Cipayung, Kota jakarta timur",LT 109 m²LB 150 m²KM 3KT 3
Jalan Ekor Kuning,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Pulogadung, Kota jakarta timur",LT 90 m²LB 160 m²KM 4KT 3
Sentosa Residence,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Cipayung, Kota jakarta timur",LT 171 m²LB 200 m²KM 2KT 5
Perumahan Cengkareng Indah,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Cengkareng, Kota jakarta barat",LT 75 m²LB 150 m²KM 3KT 4
Jalan Binakarya,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Kebayoran baru, Kota jakarta selatan",LT 120 m²LB 230 m²KM 2KT 3
Taman Chrysant 2,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Serpong, Kota tangerang selatan",LT 180 m²LB 180 m²KM 3KT 4
Taman Royal 2,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Cipondoh, Kota tangerang",LT 183 m²LB 300 m²KM 8KT 10
Perumahan TNI AU Curug Indah ,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Makasar, Kota jakarta timur",LT 254 m²LB 200 m²KM 2KT 3
Jalan Pengayoman Selatan Tangerang,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Tangerang, Kota tangerang",LT 231 m²LB 120 m²KM 4KT 5
Komplek BPKP Cempaka Putih,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Cempaka putih, Kota jakarta pusat",LT 165 m²LB 150 m²KM 2KT 4
Perumahan Depok Maharaja Cluster Erlangga,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Pancoran mas, Kota depok",LT 240 m²LB 300 m²KM 4KT 5
The Eminent BSD Cluster Prestigia,Rp 3.520.000.000,Cicilan 34 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 105 m²LB 116 m²KM 2KT 3
Jalan Purwa Madya I,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Jagakarsa, Kota jakarta selatan",LT 144 m²LB 250 m²KM 2KT 4
Perumahan Permata Puri Laguna,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Cimanggis, Kota depok",LT 294 m²LB 235 m²KM 3KT 5
The Eminent BSD City,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 120 m²LB 142 m²KM 3KT 3
Jalan Kartini V Dalam,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Sawah besar, Kota jakarta pusat",LT 166 m²LB 270 m²KM 3KT 5
Cluster Vivacia,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 105 m²LB 84 m²KM 2KT 3
Jalan Daud,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Kebayoran lama, Kota jakarta selatan",LT 95 m²LB 115 m²KM 2KT 3
Komplek Perumahan Kejaksaan Agung SUAD,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Larangan, Kota tangerang",LT 196 m²LB 298 m²KM 3KT 4
Villa Melati Mas,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 300 m²LB 228 m²KM 4KT 5
Mahagoni Park,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 161 m²LB 150 m²KM 3KT 4
Pondok Jurang Mangu Indah,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Pondok aren, Kota tangerang selatan",LT 167 m²LB 60 m²KM 1KT 3
Perumahan Taman Jatimakmur Indah,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Pondokgede, Kota bekasi",LT 134 m²LB 190 m²KM 5KT 5
Komplek Pemda Jatiasih,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Jatiasih, Kota bekasi",LT 346 m²LB 350 m²KM 3KT 5
Jalan Kuricang XXIII,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 276 m²LB 120 m²KM 6KT 7
The Eminent Cluster Prestigia,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Pagedangan, Kabupaten tangerang",LT 105 m²LB 90 m²KM 2KT 3
Clover Hill Residence,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Larangan, Kota tangerang",LT 119 m²LB 114 m²KM 3KT 3
Komplek Bogor Baru,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Bogor tengah, Kota bogor",LT 289 m²LB 171 m²KM 4KT 6
Gading Nirwana Garden,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Kelapa gading, Kota jakarta utara",LT 90 m²LB 121 m²KM 3KT 4
Jalan Karmila Raya Bekasi,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Pondokgede, Kota bekasi",LT 340 m²LB 220 m²KM 3KT 3
Jalan SMP 87 Pondok Pinang,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Kebayoran lama, Kota jakarta selatan",LT 131 m²LB 200 m²KM 3KT 4
Kompleks Bumi Pusaka Cinere,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Kramatjati, Kota jakarta timur",LT 210 m²LB 182 m²KM 3KT 3
Komplek Kehutanan Tangerang,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Karang tengah, Kota tangerang",LT 260 m²LB 200 m²KM 2KT 3
Tebet Timur Dalam,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Tebet, Kota jakarta selatan",LT 135 m²LB 110 m²KM 3KT 6
Perumahan Saung Gintung,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Ciputat timur, Kota tangerang selatan",LT 287 m²LB 180 m²KM 3KT 4
Perumahan Danau Indah 6 Blok A7,Rp 3.650.000.000,Cicilan 35.3 Juta/bulan,"Tanjung priok, Kota jakarta utara",LT 98 m²LB 168 m²KM 4KT 4
Komplek TNI AD,Rp 3.700.000.000,Cicilan 35.7 Juta/bulan,"Tapos, Kota depok",LT 114 m²LB 210 m²KM 3KT 4
Perum GDC Cluster Anggrek 2,Rp 3.710.000.000,Cicilan 35.8 Juta/bulan,"Sukmajaya, Kota depok",LT 210 m²LB 190 m²KM 4KT 5
Komplek Unilever Meruya Selatan,Rp 3.710.000.000,Cicilan 35.8 Juta/bulan,"Kembangan, Kota jakarta barat",LT 192 m²LB 150 m²KM 2KT 3
Citra 2,Rp 3.710.000.000,Cicilan 35.8 Juta/bulan,"Kalideres, Kota jakarta barat",LT 102 m²LB 180 m²KM 4KT 4
Jalan Anggrek Raya,Rp 3.710.000.000,Cicilan 35.8 Juta/bulan,"Cengkareng, Kota jakarta barat",LT 215 m²LB 360 m²KM 4KT 5
Kota Wisata Cluster Ottawa,Rp 3.710.000.000,Cicilan 35.8 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 215 m²LB 300 m²KM 3KT 4
Pulau Putri X Modernland,Rp 3.710.000.000,Cicilan 35.8 Juta/bulan,"Tangerang, Kota tangerang",LT 240 m²LB 300 m²KM 2KT 4
Jalan Aria Putra,Rp 3.750.000.000,Cicilan 36.2 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 245 m²LB 400 m²KM 6KT 4
Jl. Palem 1,Rp 3.760.000.000,Cicilan 36.3 Juta/bulan,"Kebon jeruk, Kota jakarta barat",LT 131 m²LB 200 m²KM 4KT 4
Perumahan Harvest City Cluster Sakura,Rp 3.770.000.000,Cicilan 36.4 Juta/bulan,"Setu, Kabupaten bekasi",LT 119 m²LB 200 m²KM 2KT 4
